"Day of year","Hour","length_in_meters","AvenidaCentral","AvenidaLiberdade","RuaDeCaires","Bosch","week_or_not"
16,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
16,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
16,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
17,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
18,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
19,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
19,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
20,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
21,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
21,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
22,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
23,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
24,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
25,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
26,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
26,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
27,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,0
28,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,5,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,6,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,7,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,8,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,9,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,10,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,11,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,12,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,13,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,14,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,15,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,16,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,17,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,18,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,19,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,20,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,21,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,22,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
28,23,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
29,0,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
29,1,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
29,2,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
29,3,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
29,4,88,1582.4349526715941,1206.4269697576465,2467.183986884477,2947.2171539792175,1
