"Day of year","Hour","week_or_not","road_num","functional_road_class_desc","time_rate","rain","temperature","atmospheric_pressure","humidity","wind_speed","clouds","current_luminosity"
16,16,1,4,2,1.756940784151144,0,11,1018,93,2,75,2
16,17,1,1,3,1.0952302721647227,1,11,1018,93,1,75,1
16,17,1,2,3,1.8941716019816859,1,11,1018,93,1,75,1
16,17,1,3,1,1.741579021910801,1,11,1018,93,1,75,1
16,17,1,4,2,2.102980225325131,1,11,1018,93,1,75,1
16,18,1,1,3,1.0952302721647227,1,11,1018,100,1,75,0
16,18,1,2,3,1.918858306828865,1,11,1018,100,1,75,0
16,18,1,3,1,1.6168757041840085,1,11,1018,100,1,75,0
16,18,1,4,2,2.9058710967846904,1,11,1018,100,1,75,0
16,19,1,1,3,0.9999950549719234,0,10,1019,100,2,75,0
16,19,1,2,3,1.4078295184862233,0,10,1019,100,2,75,0
16,19,1,3,1,1.810776187834609,0,10,1019,100,2,75,0
16,19,1,4,2,1.479163585075864,0,10,1019,100,2,75,0
16,20,1,1,3,0.9999961538609465,0,10,1019,100,2,75,0
16,20,1,2,3,1.2681100754887322,0,10,1019,100,2,75,0
16,20,1,3,1,1.2499687507812305,0,10,1019,100,2,75,0
16,20,1,4,2,1.0921962577384585,0,10,1019,100,2,75,0
16,21,1,1,3,0.9999961538609465,0,9,1019,100,0,40,0
16,21,1,2,3,1.1284042444982287,0,9,1019,100,0,40,0
16,21,1,3,1,1.0833062506770663,0,9,1019,100,0,40,0
16,21,1,4,2,0.9999978723449523,0,9,1019,100,0,40,0
16,22,1,1,3,0.9999961538609465,0,7,1020,100,0,40,0
16,22,1,2,3,0.9999996323530764,0,7,1020,100,0,40,0
16,22,1,3,1,2.5554703732097814,0,7,1020,100,0,40,0
16,22,1,4,2,0.9999978723449523,0,7,1020,100,0,40,0
16,23,1,1,3,0.9999961538609465,0,8,1020,100,1,40,0
16,23,1,2,3,1.0723035273393895,0,8,1020,100,1,40,0
16,23,1,3,1,0.9999666677777406,0,8,1020,100,1,40,0
16,23,1,4,2,0.9999978723449523,0,8,1020,100,1,40,0
17,0,1,1,3,0.9999961538609465,0,7,1020,100,1,75,0
17,0,1,2,3,0.9999996323530764,0,7,1020,100,1,75,0
17,0,1,3,1,0.9999666677777406,0,7,1020,100,1,75,0
17,0,1,4,2,0.9999978723449523,0,7,1020,100,1,75,0
17,1,1,1,3,0.9999961538609465,0,6,1020,100,1,75,0
17,1,1,2,3,0.9999996323530764,0,6,1020,100,1,75,0
17,1,1,3,1,0.9999666677777406,0,6,1020,100,1,75,0
17,1,1,4,2,0.9999978723449523,0,6,1020,100,1,75,0
17,2,1,1,3,0.9999961538609465,0,7,1020,100,1,40,0
17,2,1,2,3,0.9999996323530764,0,7,1020,100,1,40,0
17,2,1,3,1,0.9999666677777406,0,7,1020,100,1,40,0
17,2,1,4,2,0.9999978723449523,0,7,1020,100,1,40,0
17,3,1,1,3,0.9999961538609465,0,7,1020,100,1,75,0
17,3,1,2,3,0.9999996323530764,0,7,1020,100,1,75,0
17,3,1,3,1,0.9999666677777406,0,7,1020,100,1,75,0
17,3,1,4,2,0.9999978723449523,0,7,1020,100,1,75,0
17,4,1,1,3,0.9999961538609465,0,6,1020,100,1,40,0
17,4,1,2,3,0.9999996323530764,0,6,1020,100,1,40,0
17,4,1,3,1,0.9999666677777406,0,6,1020,100,1,40,0
17,4,1,4,2,0.9999978723449523,0,6,1020,100,1,40,0
17,5,1,1,3,0.9999961538609465,0,7,1020,100,0,40,0
17,5,1,2,3,0.9999996323530764,0,7,1020,100,0,40,0
17,5,1,3,1,0.9999666677777406,0,7,1020,100,0,40,0
17,5,1,4,2,0.9999978723449523,0,7,1020,100,0,40,0
17,6,1,1,3,0.9999961538609465,0,4,1020,100,1,20,0
17,6,1,2,3,0.9999996323530764,0,4,1020,100,1,20,0
17,6,1,3,1,0.9999666677777406,0,4,1020,100,1,20,0
17,6,1,4,2,0.9999978723449523,0,4,1020,100,1,20,0
17,7,1,1,3,0.9999961538609465,0,4,1021,100,2,20,0
17,7,1,2,3,0.9999996323530764,0,4,1021,100,2,20,0
17,7,1,3,1,0.9999666677777406,0,4,1021,100,2,20,0
17,7,1,4,2,0.9999978723449523,0,4,1021,100,2,20,0
17,8,1,1,3,1.1282007889713244,0,5,1021,100,2,0,1
17,8,1,2,3,1.234068166596785,0,5,1021,100,2,0,1
17,8,1,3,1,0.9999666677777406,0,5,1021,100,2,0,1
17,8,1,4,2,1.4255288818534426,0,5,1021,100,2,0,1
17,9,1,1,3,1.1481438007973042,0,6,1021,100,2,0,2
17,9,1,2,3,1.5084300226601726,0,6,1021,100,2,0,2
17,9,1,3,1,1.6666250010416406,0,6,1021,100,2,0,2
17,9,1,4,2,1.5531881994813412,0,6,1021,100,2,0,2
17,10,1,1,3,1.3988551558219642,0,8,1022,87,3,0,2
17,10,1,2,3,1.697794410715534,0,8,1022,87,3,0,2
17,10,1,3,1,0.9999750006249843,0,8,1022,87,3,0,2
17,10,1,4,2,1.3017112147150307,0,8,1022,87,3,0,2
17,11,1,1,3,1.089739398438211,0,9,1023,81,3,0,2
17,11,1,2,3,1.2243834405771308,0,9,1023,81,3,0,2
17,11,1,3,1,0.9999750006249843,0,9,1023,81,3,0,2
17,11,1,4,2,1.3732240489174656,0,9,1023,81,3,0,2
17,12,1,1,3,1.3717896431640644,0,11,1022,71,3,0,2
17,12,1,2,3,1.1284042301929067,0,11,1022,71,3,0,2
17,12,1,3,1,0.9999750006249843,0,11,1022,71,3,0,2
17,12,1,4,2,1.8679038659402751,0,11,1022,71,3,0,2
17,13,1,1,3,0.9999962963100135,0,12,1022,62,4,20,2
17,13,1,2,3,1.1673147208892138,0,12,1022,62,4,20,2
17,13,1,3,1,0.9999750006249843,0,12,1022,62,4,20,2
17,13,1,4,2,1.600026196691104,0,12,1022,62,4,20,2
17,14,1,1,3,0.9999962013439689,0,12,1021,58,6,20,2
17,14,1,2,3,1.1029407566723357,0,12,1021,58,6,20,2
17,14,1,3,1,1.0833062506770665,0,12,1021,58,6,20,2
17,14,1,4,2,2.0703458508733235,0,12,1021,58,6,20,2
17,15,1,1,3,1.089739398438211,0,13,1021,54,5,20,2
17,15,1,2,3,1.308689510905124,0,13,1021,54,5,20,2
17,15,1,3,1,1.0833062506770665,0,13,1021,54,5,20,2
17,15,1,4,2,1.7658059654960117,0,13,1021,54,5,20,2
17,16,1,1,3,1.205123570037551,0,13,1021,54,4,20,2
17,16,1,2,3,1.56597559595839,0,13,1021,54,4,20,2
17,16,1,3,1,1.0833062506770663,0,13,1021,54,4,20,2
17,16,1,4,2,1.8300916497668929,0,13,1021,54,4,20,2
17,17,1,1,3,1.3717895956810422,0,12,1021,58,4,20,1
17,17,1,2,3,1.738001917768385,0,12,1021,58,4,20,1
17,17,1,3,1,2.4166062515103786,0,12,1021,58,4,20,1
17,17,1,4,2,2.576235694031535,0,12,1021,58,4,20,1
17,18,1,1,3,1.4871737672803822,0,11,1021,71,4,20,0
17,18,1,2,3,3.022510415237046,0,11,1021,71,4,20,0
17,18,1,3,1,2.833262501770789,0,11,1021,71,4,20,0
17,18,1,4,2,3.5158728194639,0,11,1021,71,4,20,0
17,19,1,1,3,1.2820463511037776,0,8,1022,87,2,0,0
17,19,1,2,3,2.5938571971205473,0,8,1022,87,2,0,0
17,19,1,3,1,1.3333000008333125,0,8,1022,87,2,0,0
17,19,1,4,2,2.3944984717378426,0,8,1022,87,2,0,0
17,20,1,1,3,0.9999961538609465,0,8,1022,81,2,0,0
17,20,1,2,3,1.263293931273438,0,8,1022,81,2,0,0
17,20,1,3,1,0.9999750006249843,0,8,1022,81,2,0,0
17,20,1,4,2,1.6433180504412324,0,8,1022,81,2,0,0
17,21,1,1,3,0.9999961538609465,0,7,1022,81,3,0,0
17,21,1,2,3,1.1029407638249966,0,7,1022,81,3,0,0
17,21,1,3,1,0.9999750006249843,0,7,1022,81,3,0,0
17,21,1,4,2,0.9999979166710068,0,7,1022,81,3,0,0
17,22,1,1,3,0.9999961538609465,0,6,1022,87,2,0,0
17,22,1,2,3,1.0723035130340675,0,6,1022,87,2,0,0
17,22,1,3,1,0.9999750006249843,0,6,1022,87,2,0,0
17,22,1,4,2,0.9999979166710068,0,6,1022,87,2,0,0
17,23,1,1,3,0.9999961538609465,0,6,1023,87,2,0,0
17,23,1,2,3,0.9999996323530764,0,6,1023,87,2,0,0
17,23,1,3,1,0.9999750006249843,0,6,1023,87,2,0,0
17,23,1,4,2,0.9999979166710068,0,6,1023,87,2,0,0
18,0,1,1,3,0.9999961538609465,0,4,1023,93,1,0,0
18,0,1,2,3,0.9999996323530764,0,4,1023,93,1,0,0
18,0,1,3,1,0.9999750006249843,0,4,1023,93,1,0,0
18,0,1,4,2,0.9999979166710068,0,4,1023,93,1,0,0
18,1,1,1,3,0.9999961538609465,0,4,1023,93,0,0,0
18,1,1,2,3,0.9999996323530764,0,4,1023,93,0,0,0
18,1,1,3,1,0.9999750006249843,0,4,1023,93,0,0,0
18,1,1,4,2,0.9999979166710068,0,4,1023,93,0,0,0
18,2,1,1,3,0.9999961538609465,0,4,1022,93,1,0,0
18,2,1,2,3,0.9999996323530764,0,4,1022,93,1,0,0
18,2,1,3,1,0.9999750006249843,0,4,1022,93,1,0,0
18,2,1,4,2,0.9999979166710068,0,4,1022,93,1,0,0
18,3,1,1,3,0.9999961538609465,0,3,1022,100,1,0,0
18,3,1,2,3,0.9999996323530764,0,3,1022,100,1,0,0
18,3,1,3,1,0.9999750006249843,0,3,1022,100,1,0,0
18,3,1,4,2,0.9999979166710068,0,3,1022,100,1,0,0
18,4,1,1,3,0.9999961538609465,0,4,1022,93,0,0,0
18,4,1,2,3,0.9999996323530764,0,4,1022,93,0,0,0
18,4,1,3,1,0.9999750006249843,0,4,1022,93,0,0,0
18,4,1,4,2,0.9999979166710068,0,4,1022,93,0,0,0
18,5,1,1,3,0.9999961538609465,0,4,1021,93,1,0,0
18,5,1,2,3,0.9999996323530764,0,4,1021,93,1,0,0
18,5,1,3,1,0.9999750006249843,0,4,1021,93,1,0,0
18,5,1,4,2,0.9999979166710068,0,4,1021,93,1,0,0
18,6,1,1,3,0.9999961538609465,0,4,1021,86,0,0,0
18,6,1,2,3,0.9999996323530764,0,4,1021,86,0,0,0
18,6,1,3,1,0.9999750006249843,0,4,1021,86,0,0,0
18,6,1,4,2,0.9999979166710068,0,4,1021,86,0,0,0
18,7,1,1,3,0.9999961538609465,0,4,1021,86,1,0,
18,7,1,2,3,0.9999996323530764,0,4,1021,86,2,0,
18,7,1,3,1,0.9999750006249843,0,4,1021,86,2,0,
18,7,1,4,2,1.1347493882400106,0,4,1021,86,3,0,
18,8,1,1,3,0.9999961538609465,0,4,1021,86,4,0,1
18,8,1,2,3,1.1029407709776577,0,4,1021,86,4,0,1
18,8,1,3,1,0.9999750006249843,0,4,1021,86,4,0,1
18,8,1,4,2,1.2875268477314146,0,4,1021,86,4,0,1
18,9,1,1,3,1.6547558592532634,0,4,1021,86,3,20,2
18,9,1,2,3,1.489618538269118,0,4,1021,86,3,20,2
18,9,1,3,1,1.0833062506770665,0,4,1021,86,3,20,2
18,9,1,4,2,1.4400088001929658,0,4,1021,86,3,20,2
18,10,1,1,3,0.9999962963100135,0,5,1022,86,4,75,2
18,10,1,2,3,1.2426466019681612,0,5,1022,86,4,75,2
18,10,1,3,1,0.9999750006249843,0,5,1022,86,4,75,2
18,10,1,4,2,1.5372307903186107,0,5,1022,86,4,75,2
18,11,1,1,3,0.9999928571938772,0,6,1022,81,4,40,2
18,11,1,2,3,1.354760937075521,0,6,1022,81,4,40,2
18,11,1,3,1,1.503789275651063,0,6,1022,81,4,40,2
18,11,1,4,2,1.6950318545421532,0,6,1022,81,4,40,2
18,12,1,1,3,0.9999928571938772,1,6,1022,87,3,90,2
18,12,1,2,3,2.264833482571794,1,6,1022,87,3,90,2
18,12,1,3,1,2.0923945699563484,1,6,1022,87,3,90,2
18,12,1,4,2,1.7891510947311058,1,6,1022,87,3,90,2
18,13,1,1,3,0.9999928571938772,1,7,1021,87,3,75,2
18,13,1,2,3,1.7171041334841224,1,7,1021,87,3,75,2
18,13,1,3,1,1.4343252554857089,1,7,1021,87,3,75,2
18,13,1,4,2,1.7192635344175073,1,7,1021,87,3,75,2
18,14,1,1,3,0.9999928571938772,0,7,1020,93,4,75,2
18,14,1,2,3,2.0504372475193544,0,7,1020,93,4,75,2
18,14,1,3,1,1.2972938148056536,0,7,1020,93,4,75,2
18,14,1,4,2,2.4582377193052447,0,7,1020,93,4,75,2
18,15,1,1,3,0.9999928571938772,1,8,1020,93,4,90,2
18,15,1,2,3,1.686402399296667,1,8,1020,93,4,90,2
18,15,1,3,1,1.301561264777737,1,8,1020,93,4,90,2
18,15,1,4,2,1.967933217175572,1,8,1020,93,4,90,2
18,16,1,1,3,0.9999928571938772,1,8,1019,93,3,90,2
18,16,1,2,3,1.1688588801367015,1,8,1019,93,3,90,2
18,16,1,3,1,1.5182510287591997,1,8,1019,93,3,90,2
18,16,1,4,2,2.0353089381847225,1,8,1019,93,3,90,2
18,17,1,1,3,0.9999928571938772,0,8,1019,93,4,90,1
18,17,1,2,3,1.7010976430593385,0,8,1019,93,4,90,1
18,17,1,3,1,1.5116128707124372,0,8,1019,93,4,90,1
18,17,1,4,2,2.401886191810206,0,8,1019,93,4,90,1
18,18,1,1,3,1.0952302721647227,0,8,1018,93,3,40,0
18,18,1,2,3,3.866886233076217,0,8,1018,93,3,40,0
18,18,1,3,1,1.8653602724109288,0,8,1018,93,3,40,0
18,18,1,4,2,3.466919967086545,0,8,1018,93,3,40,0
18,19,1,1,3,0.9999928571938772,0,8,1018,93,2,75,0
18,19,1,2,3,2.2535409404583135,0,8,1018,93,2,75,0
18,19,1,3,1,1.415596052405489,0,8,1018,93,2,75,0
18,19,1,4,2,1.560280368197798,0,8,1018,93,2,75,0
18,20,1,1,3,0.9999928571938772,0,8,1018,93,3,75,0
18,20,1,2,3,1.2712397405914877,0,8,1018,93,3,75,0
18,20,1,3,1,0.9999972973046016,0,8,1018,93,3,75,0
18,20,1,4,2,1.5486078848446843,0,8,1018,93,3,75,0
18,21,1,1,3,0.9999928571938772,0,8,1018,93,3,75,
18,21,1,2,3,1.1688588801367015,0,8,1018,93,2,75,
18,21,1,3,1,0.9999972973046016,0,8,1019,93,2,75,
18,21,1,4,2,0.9999978723449523,0,8,1019,93,1,75,
18,22,1,1,3,0.9999928571938772,0,8,1019,93,1,75,0
18,22,1,2,3,0.9999993421056959,0,8,1019,93,1,75,0
18,22,1,3,1,0.9999973447201855,0,8,1019,93,1,75,0
18,22,1,4,2,0.9999978723449523,0,8,1019,93,1,75,0
18,23,1,1,3,0.9999928571938772,0,7,1019,93,1,75,0
18,23,1,2,3,0.9999993421056959,0,7,1019,93,1,75,0
18,23,1,3,1,0.9999973684279777,0,7,1019,93,1,75,0
18,23,1,4,2,0.9999978723449523,0,7,1019,93,1,75,0
19,0,0,1,3,0.9999928571938772,0,8,1020,93,1,75,0
19,0,0,2,3,1.1023801837635152,0,8,1020,93,1,75,0
19,0,0,3,1,0.9999973684279777,0,8,1020,93,1,75,0
19,0,0,4,2,0.9999978723449523,0,8,1020,93,1,75,0
19,1,0,1,3,0.9999928571938772,0,8,1020,93,1,64,
19,1,0,2,3,0.9999992857147958,0,8,1019,93,2,53,
19,1,0,3,1,0.9999973684279777,0,7,1019,93,2,42,
19,1,0,4,2,0.9999978723449523,0,7,1018,93,3,31,
19,2,0,1,3,0.9999928571938772,0,7,1018,93,3,20,0
19,2,0,2,3,0.9999992857147958,0,7,1018,93,3,20,0
19,2,0,3,1,0.9999973684279777,0,7,1018,93,3,20,0
19,2,0,4,2,0.9999978723449523,0,7,1018,93,3,20,0
19,3,0,1,3,0.9999928571938772,0,7,1018,93,2,92,0
19,3,0,2,3,0.9999992857147958,0,7,1018,93,2,92,0
19,3,0,3,1,0.9999973684279777,0,7,1018,93,2,92,0
19,3,0,4,2,0.9999978723449523,0,7,1018,93,2,92,0
19,4,0,1,3,0.9999928571938772,0,8,1017,87,4,92,0
19,4,0,2,3,0.9999992857147958,0,8,1017,87,4,92,0
19,4,0,3,1,0.9999973684279777,0,8,1017,87,4,92,0
19,4,0,4,2,0.9999978723449523,0,8,1017,87,4,92,0
19,5,0,1,3,0.9999928571938772,0,7,1017,93,4,40,0
19,5,0,2,3,0.9999992857147958,0,7,1017,93,4,40,0
19,5,0,3,1,0.9999973684279777,0,7,1017,93,4,40,0
19,5,0,4,2,0.9999978723449523,0,7,1017,93,4,40,0
19,6,0,1,3,0.9999928571938772,0,8,1016,93,3,40,0
19,6,0,2,3,0.9999992857147958,0,8,1016,93,3,40,0
19,6,0,3,1,0.9999973684279777,0,8,1016,93,3,40,0
19,6,0,4,2,0.9999978723449523,0,8,1016,93,3,40,0
19,7,0,1,3,0.9999928571938772,0,8,1016,100,4,75,0
19,7,0,2,3,0.9999992857147958,0,8,1016,100,4,75,0
19,7,0,3,1,0.9999973684279777,0,8,1016,100,4,75,0
19,7,0,4,2,2.208932489457304,0,8,1016,100,4,75,0
19,8,0,1,3,0.9999928571938772,1,9,1015,93,6,75,1
19,8,0,2,3,1.1023801649665486,1,9,1015,93,6,75,1
19,8,0,3,1,0.9999973684279777,1,9,1015,93,6,75,1
19,8,0,4,2,0.9999978723449523,1,9,1015,93,6,75,1
19,9,0,1,3,0.9999928571938772,2,9,1015,100,6,75,2
19,9,0,2,3,1.2999990714292347,2,9,1015,100,6,75,2
19,9,0,3,1,0.9999973684279777,2,9,1015,100,6,75,2
19,9,0,4,2,1.0921962725138101,2,9,1015,100,6,75,2
19,10,0,1,3,0.9999928571938772,1,9,1014,100,6,90,2
19,10,0,2,3,1.635713117347773,1,9,1014,100,6,90,2
19,10,0,3,1,1.168797250361973,1,9,1014,100,6,90,2
19,10,0,4,2,1.1631181222072433,1,9,1014,100,6,90,2
19,11,0,1,3,0.9999928571938772,1,10,1014,100,7,90,2
19,11,0,2,3,3.245240597176956,1,10,1014,100,7,90,2
19,11,0,3,1,1.3036949423481947,1,10,1014,100,7,90,2
19,11,0,4,2,1.4255288818534428,1,10,1014,100,7,90,2
19,12,0,1,3,0.9999928571938772,1,12,1013,100,4,90,2
19,12,0,2,3,3.0992460198301326,1,12,1013,100,4,90,2
19,12,0,3,1,1.0877164358339406,1,12,1013,100,4,90,2
19,12,0,4,2,1.2222196611558789,1,12,1013,100,4,90,2
19,13,0,1,3,0.9999928571938772,1,13,1011,100,3,90,2
19,13,0,2,3,2.2860789016033034,1,13,1011,100,3,90,2
19,13,0,3,1,1.2280669199756895,1,13,1011,100,3,90,2
19,13,0,4,2,1.1894183069655093,1,13,1011,100,3,90,2
19,14,0,1,3,0.9999928571938772,0,13,1010,100,5,75,2
19,14,0,2,3,1.3508763042480454,0,13,1010,100,5,75,2
19,14,0,3,1,0.9999972973046016,0,13,1010,100,5,75,2
19,14,0,4,2,0.9999979166710068,0,13,1010,100,5,75,2
19,15,0,1,3,0.9999928571938772,0,14,1009,93,4,90,2
19,15,0,2,3,1.6067658356401093,0,14,1009,93,4,90,2
19,15,0,3,1,1.3127039270085965,0,14,1009,93,4,90,2
19,15,0,4,2,1.0833310616182392,0,14,1009,93,4,90,2
19,16,0,1,3,0.9999928571938772,0,14,1009,93,4,75,2
19,16,0,2,3,1.8380939251710058,0,14,1009,93,4,75,2
19,16,0,3,1,0.9999973447201855,0,14,1009,93,4,75,2
19,16,0,4,2,1.124997656254883,0,14,1009,93,4,75,2
19,17,0,1,3,0.9999928571938772,0,13,1008,100,3,75,1
19,17,0,2,3,2.176251651946898,0,13,1008,100,3,75,1
19,17,0,3,1,0.9999973684279777,0,13,1008,100,3,75,1
19,17,0,4,2,1.2742290018373552,0,13,1008,100,3,75,1
19,18,0,1,3,0.9999928571938772,0,13,1008,100,3,90,0
19,18,0,2,3,1.6812018707184473,0,13,1008,100,3,90,0
19,18,0,3,1,1.0964883425745369,0,13,1008,100,3,90,0
19,18,0,4,2,1.0921962577384585,0,13,1008,100,3,90,0
19,19,0,1,3,0.9999928571938772,0,13,1008,100,4,90,0
19,19,0,2,3,0.9999993233087292,0,13,1008,100,4,90,0
19,19,0,3,1,1.0990961759846056,0,13,1008,100,4,90,0
19,19,0,4,2,1.1805530665192356,0,13,1008,100,4,90,0
19,20,0,1,3,0.9999928571938772,0,13,1009,100,3,90,0
19,20,0,2,3,0.9999993045117626,0,13,1009,100,3,90,0
19,20,0,3,1,1.1081051369372155,0,13,1009,100,3,90,0
19,20,0,4,2,0.9999979166710068,0,13,1009,100,3,90,0
19,21,0,1,3,0.9999928571938772,0,13,1009,93,3,90,0
19,21,0,2,3,0.9999993421056959,0,13,1009,93,3,90,0
19,21,0,3,1,0.9999972973046016,0,13,1009,93,3,90,0
19,21,0,4,2,0.9999979166710068,0,13,1009,93,3,90,0
19,22,0,1,3,0.9999928571938772,0,12,1009,100,5,75,0
19,22,0,2,3,0.9999993421056959,0,12,1009,100,5,75,0
19,22,0,3,1,0.9999972973046016,0,12,1009,100,5,75,0
19,22,0,4,2,0.9999979166710068,0,12,1009,100,5,75,0
19,23,0,1,3,0.9999928571938772,0,12,1010,87,6,40,0
19,23,0,2,3,0.9999993421056959,0,12,1010,87,6,40,0
19,23,0,3,1,0.9999972973046016,0,12,1010,87,6,40,0
19,23,0,4,2,0.9999979166710068,0,12,1010,87,6,40,0
20,0,0,1,3,0.9999928571938772,0,12,1011,86,6,40,
20,0,0,2,3,0.9999993421056959,0,12,1011,85,6,40,
20,0,0,3,1,0.9999972973046016,0,11,1012,83,7,40,
20,0,0,4,2,0.9999979166710068,0,11,1012,82,7,40,
20,1,0,1,3,0.9999928571938772,0,11,1013,81,7,40,0
