"Day of year","Hour","week_or_not","road_num","functional_road_class_desc","time_rate","rain","temperature","atmospheric_pressure","humidity","wind_speed","clouds","current_luminosity"
143,14,1,3,1,1.2198100518314463,0,21,1019,59,4,57,2
143,14,1,4,2,1.5765744460705682,0,21,1019,59,4,57,2
143,15,1,1,3,0.9999965517360284,0,20,1021,77,7,40,2
143,15,1,2,3,1.7806237594226988,0,20,1021,77,7,40,2
143,15,1,3,1,1.1992323380471208,0,20,1021,77,7,40,2
143,15,1,4,2,1.8001176957768763,0,20,1021,77,7,40,2
143,16,1,1,3,1.1697278144760888,0,19,1020,77,7,20,2
143,16,1,2,3,1.9146974089117812,0,19,1020,77,7,20,2
143,16,1,3,1,1.30298185468677,0,19,1020,77,7,20,2
143,16,1,4,2,2.236393389378282,0,19,1020,77,7,20,2
143,17,1,1,3,1.0919502576427895,0,18,1020,77,8,20,2
143,17,1,2,3,2.4001342237577297,0,18,1020,77,8,20,2
143,17,1,3,1,1.6367022808588603,0,18,1020,77,8,20,2
143,17,1,4,2,2.2126096514283606,0,18,1020,77,8,20,2
143,18,1,1,3,0.9999966666777778,0,18,1021,77,6,20,2
143,18,1,2,3,2.481557778469745,0,18,1021,77,6,20,2
143,18,1,3,1,1.5799198493342181,0,18,1021,77,6,20,2
143,18,1,4,2,1.4774754808889896,0,18,1021,77,6,20,2
143,19,1,1,3,1.2482716496376831,0,16,1020,87,7,20,1
143,19,1,2,3,1.1293528124305428,0,16,1020,87,7,20,1
143,19,1,3,1,1.1877381156051428,0,16,1020,87,7,20,1
143,19,1,4,2,0.9999986546564645,0,16,1020,87,7,20,1
143,20,1,1,3,0.9999965517360284,0,15,1021,87,5,20,0
143,20,1,2,3,0.9999996062993675,0,15,1021,87,5,20,0
143,20,1,3,1,1.5131069137336244,0,15,1021,87,5,20,0
143,20,1,4,2,0.9999986486504746,0,15,1021,87,5,20,0
143,21,1,1,3,0.9999965517360284,0,14,1021,93,5,0,0
143,21,1,2,3,0.9999996062993675,0,14,1021,93,5,0,0
143,21,1,3,1,0.9999989011001087,0,14,1021,93,5,0,0
143,21,1,4,2,0.9999986546564645,0,14,1021,93,5,0,0
143,22,1,1,3,0.9999965517360284,0,14,1021,93,6,0,0
143,22,1,2,3,1.0957707216979675,0,14,1021,93,6,0,0
143,22,1,3,1,0.9999988842587504,0,14,1021,93,6,0,0
143,22,1,4,2,0.9999986546564645,0,14,1021,93,6,0,0
143,23,1,1,3,0.9999965517360284,0,13,1021,87,5,0,0
143,23,1,2,3,0.9999996062993675,0,13,1021,87,5,0,0
143,23,1,3,1,0.9999988505760338,0,13,1021,87,5,0,0
143,23,1,4,2,1.0810796201626753,0,13,1021,87,5,0,0
144,0,1,1,3,0.9999965517360284,0,12,1020,93,4,20,0
144,0,1,2,3,0.9999996062993675,0,12,1020,93,4,20,0
144,0,1,3,1,0.9999988505760338,0,12,1020,93,4,20,0
144,0,1,4,2,0.9999986486504746,0,12,1020,93,4,20,0
144,1,1,1,3,0.9999965517360284,0,12,1020,93,4,0,0
144,1,1,2,3,0.9999996062993675,0,12,1020,93,4,0,0
144,1,1,3,1,0.9999988505760338,0,12,1020,93,4,0,0
144,1,1,4,2,0.9999986486504746,0,12,1020,93,4,0,0
144,2,1,1,3,0.9999965517360284,0,12,1020,93,3,0,0
144,2,1,2,3,0.9999996062993675,0,12,1020,93,3,0,0
144,2,1,3,1,0.9999988505760338,0,12,1020,93,3,0,0
144,2,1,4,2,0.9999986486504746,0,12,1020,93,3,0,0
144,3,1,1,3,0.9999965517360284,0,11,1020,93,3,0,0
144,3,1,2,3,0.9999996062993675,0,11,1020,93,3,0,0
144,3,1,3,1,0.9999988505760338,0,11,1020,93,3,0,0
144,3,1,4,2,0.9999986486504746,0,11,1020,93,3,0,0
144,4,1,1,3,0.9999965517360284,0,10,1019,93,2,0,0
144,4,1,2,3,0.9999996062993675,0,10,1019,93,2,0,0
144,4,1,3,1,0.9999988505760338,0,10,1019,93,2,0,0
144,4,1,4,2,0.9999986486504746,0,10,1019,93,2,0,0
144,5,1,1,3,0.9999965517360284,0,10,1019,92,2,0,
144,5,1,2,3,0.9999996062993675,0,10,1019,91,2,0,
144,5,1,3,1,0.9999988505760338,0,10,1020,89,3,0,
144,5,1,4,2,0.9999986486504746,0,10,1020,88,3,0,
144,6,1,1,3,0.9999965517360284,0,10,1020,87,3,0,2
144,6,1,2,3,0.9999996062993675,0,10,1020,87,3,0,2
144,6,1,3,1,1.6270084765237456,0,10,1020,87,3,0,2
144,6,1,4,2,0.9999986486504746,0,10,1020,87,3,0,2
144,7,1,1,3,1.1724097503112056,0,15,1020,72,5,0,2
144,7,1,2,3,1.4141295894898729,0,15,1020,72,5,0,2
144,7,1,3,1,3.11600644386166,0,15,1020,72,5,0,2
144,7,1,4,2,1.293331608891188,0,15,1020,72,5,0,2
144,8,1,1,3,1.2643634945318833,0,17,1020,59,5,0,2
144,8,1,2,3,0.9999996200103298,0,17,1020,59,5,0,2
144,8,1,3,1,1.4494365736667711,0,17,1020,59,5,0,2
144,8,1,4,2,1.4305686458581748,0,17,1020,59,5,0,2
144,9,1,1,3,0.9999964285841836,0,18,1020,63,5,0,2
144,9,1,2,3,1.4120043903517359,0,18,1020,63,5,0,2
144,9,1,3,1,0.9999988505760338,0,18,1020,63,5,0,2
144,9,1,4,2,1.4196977981661159,0,18,1020,63,5,0,2
144,10,1,1,3,1.2333291428713946,0,19,1020,63,6,0,2
144,10,1,2,3,1.4461642845351474,0,19,1020,63,6,0,2
144,10,1,3,1,0.9999988764057568,0,19,1020,63,6,0,2
144,10,1,4,2,1.372370525825605,0,19,1020,63,6,0,2
144,11,1,1,3,1.2927159459344733,0,21,1019,59,5,0,2
144,11,1,2,3,1.6972904571838812,0,21,1019,59,5,0,2
144,11,1,3,1,0.9999988764057568,0,21,1019,59,5,0,2
144,11,1,4,2,2.264124747576987,0,21,1019,59,5,0,2
144,12,1,1,3,1.1149387224333964,0,21,1019,60,8,0,2
144,12,1,2,3,1.2636811136615136,0,21,1019,60,8,0,2
144,12,1,3,1,1.4911085526464198,0,21,1019,60,8,0,2
144,12,1,4,2,1.4063644826105366,0,21,1019,60,8,0,2
144,13,1,1,3,1.3808382601997584,0,22,1018,60,8,0,2
144,13,1,2,3,1.535452074999799,0,22,1018,60,8,0,2
144,13,1,3,1,1.2068951644883166,0,22,1018,60,8,0,2
144,13,1,4,2,4.640549155422238,0,22,1018,60,8,0,2
144,14,1,1,3,1.340225317230528,0,23,1018,60,8,0,2
144,14,1,2,3,1.5676728361263899,0,23,1018,60,8,0,2
144,14,1,3,1,2.03064900691685,0,23,1018,60,8,0,2
144,14,1,4,2,1.7176553465918603,0,23,1018,60,8,0,2
144,15,1,1,3,1.4068917616757133,0,23,1018,60,10,0,2
144,15,1,2,3,1.6980249754634207,0,23,1018,60,10,0,2
144,15,1,3,1,1.4981256575367143,0,23,1018,60,10,0,2
144,15,1,4,2,1.673271033317394,0,23,1018,60,10,0,2
144,16,1,1,3,1.3068920950079355,0,23,1017,60,9,0,2
144,16,1,2,3,2.669290287680989,0,23,1017,60,9,0,2
144,16,1,3,1,2.791052047014735,0,23,1017,60,9,0,2
144,16,1,4,2,2.5092458940920874,0,23,1017,60,9,0,2
144,17,1,1,3,1.3068920950079355,0,22,1017,64,8,0,2
144,17,1,2,3,3.252262298486248,0,22,1017,64,8,0,2
144,17,1,3,1,2.964780305386014,0,22,1017,64,8,0,2
144,17,1,4,2,2.626603068514356,0,22,1017,64,8,0,2
144,18,1,1,3,1.9014712427277596,0,21,1016,68,8,0,2
144,18,1,2,3,2.6692902876809894,0,21,1016,68,8,0,2
144,18,1,3,1,1.921346155790836,0,21,1016,68,8,0,2
144,18,1,4,2,1.6729106619125056,0,21,1016,68,8,0,2
144,19,1,1,3,1.4111062486940236,0,19,1017,63,7,0,1
144,19,1,2,3,2.1627288073246165,0,19,1017,63,7,0,1
144,19,1,3,1,1.4597684370477733,0,19,1017,63,7,0,1
144,19,1,4,2,1.1377762607427635,0,19,1017,63,7,0,1
144,20,1,1,3,1.488883767213406,0,18,1017,72,6,0,0
144,20,1,2,3,1.7228810000038375,0,18,1017,72,6,0,0
144,20,1,3,1,0.9999988505760338,0,18,1017,72,6,0,0
144,20,1,4,2,0.9999986666684443,0,18,1017,72,6,0,0
144,21,1,1,3,3.570521350817041,0,18,1018,59,5,0,0
144,21,1,2,3,1.5878573394909945,0,18,1018,59,5,0,0
144,21,1,3,1,0.9999988505760338,0,18,1018,59,5,0,0
144,21,1,4,2,0.9999986546564645,0,18,1018,59,5,0,0
144,22,1,1,3,0.9999964285841836,0,17,1019,52,4,0,0
144,22,1,2,3,1.3280834666338057,0,17,1019,52,4,0,0
144,22,1,3,1,1.099615602921485,0,17,1019,52,4,0,0
144,22,1,4,2,1.4953683184949191,0,17,1019,52,4,0,0
144,23,1,1,3,0.9999964285841836,0,16,1019,59,5,0,0
144,23,1,2,3,1.0892384163103346,0,16,1019,59,5,0,0
144,23,1,3,1,0.9999988764057568,0,16,1019,59,5,0,0
144,23,1,4,2,0.9999986486504746,0,16,1019,59,5,0,0
145,0,0,1,3,0.9999964285841836,0,16,1019,63,3,0,0
145,0,0,2,3,0.9999996062993675,0,16,1019,63,3,0,0
145,0,0,3,1,0.9999988764057568,0,16,1019,63,3,0,0
145,0,0,4,2,0.9999986486504746,0,16,1019,63,3,0,0
145,1,0,1,3,0.9999964285841836,0,15,1019,67,4,0,0
145,1,0,2,3,1.485563719594336,0,15,1019,67,4,0,0
145,1,0,3,1,0.9999988764057568,0,15,1019,67,4,0,0
145,1,0,4,2,0.9999986486504746,0,15,1019,67,4,0,0
145,2,0,1,3,0.9999964285841836,0,15,1019,63,5,0,0
145,2,0,2,3,0.9999996062993675,0,15,1019,63,5,0,0
145,2,0,3,1,0.9999988764057568,0,15,1019,63,5,0,0
145,2,0,4,2,0.9999986486504746,0,15,1019,63,5,0,0
145,3,0,1,3,0.9999964285841836,0,14,1020,67,3,0,0
145,3,0,2,3,0.9999996062993675,0,14,1020,67,3,0,0
145,3,0,3,1,0.9999988764057568,0,14,1020,67,3,0,0
145,3,0,4,2,0.9999986486504746,0,14,1020,67,3,0,0
145,4,0,1,3,0.9999964285841836,0,14,1020,76,4,0,0
145,4,0,2,3,0.9999996062993675,0,14,1020,76,4,0,0
145,4,0,3,1,0.9999988764057568,0,14,1020,76,4,0,0
145,4,0,4,2,0.9999986486504746,0,14,1020,76,4,0,0
145,5,0,1,3,0.9999964285841836,0,13,1020,76,4,0,2
145,5,0,2,3,0.9999996062993675,0,13,1020,76,4,0,2
145,5,0,3,1,0.9999988764057568,0,13,1020,76,4,0,2
145,5,0,4,2,0.9999986486504746,0,13,1020,76,4,0,2
145,6,0,1,3,0.9999964285841836,0,14,1021,76,3,0,2
145,6,0,2,3,0.9999996062993675,0,14,1021,76,3,0,2
145,6,0,3,1,0.9999988764057568,0,14,1021,76,3,0,2
145,6,0,4,2,0.9999986486504746,0,14,1021,76,3,0,2
145,7,0,1,3,0.9999966666777778,0,16,1021,63,3,0,2
145,7,0,2,3,0.9999996062993675,0,16,1021,63,3,0,2
145,7,0,3,1,0.9999988764057568,0,16,1021,63,3,0,2
145,7,0,4,2,0.9999986486504746,0,16,1021,63,3,0,2
145,8,0,1,3,0.9999966666777778,0,18,1022,52,3,0,2
145,8,0,2,3,1.089238430021297,0,18,1022,52,3,0,2
145,8,0,3,1,0.9999988764057568,0,18,1022,52,3,0,2
145,8,0,4,2,1.2117100742656652,0,18,1022,52,3,0,2
145,9,0,1,3,0.9999966666777778,0,19,1022,46,3,0,2
145,9,0,2,3,1.3799794961960352,0,19,1022,46,3,0,2
145,9,0,3,1,1.2911862639513767,0,19,1022,46,3,0,2
145,9,0,4,2,1.2342325663523876,0,19,1022,46,3,0,2
145,10,0,1,3,1.0999963333455554,0,20,1021,49,3,0,2
145,10,0,2,3,1.940649805631773,0,20,1021,49,3,0,2
145,10,0,3,1,0.9999988591859414,0,20,1021,49,3,0,2
145,10,0,4,2,1.25675505843911,0,20,1021,49,3,0,2
145,11,0,1,3,1.0777741851971605,0,23,1021,49,4,0,2
145,11,0,2,3,1.8097105736047612,0,23,1021,49,4,0,2
145,11,0,3,1,1.219465655524422,0,23,1021,49,4,0,2
145,11,0,4,2,1.3857038413811842,0,23,1021,49,4,0,2
145,12,0,1,3,0.9999966666777778,0,23,1020,49,5,0,2
145,12,0,2,3,1.5901784227387241,0,23,1020,49,5,0,2
145,12,0,3,1,0.9999988505760338,0,23,1020,49,5,0,2
145,12,0,4,2,0.9999986666684443,0,23,1020,49,5,0,2
145,13,0,1,3,1.2333292222359258,0,24,1020,56,5,0,2
145,13,0,2,3,1.3700488289375579,0,24,1020,56,5,0,2
145,13,0,3,1,1.371645941583931,0,24,1020,56,5,0,2
145,13,0,4,2,0.9999986666684443,0,24,1020,56,5,0,2
145,14,0,1,3,1.3555510370520987,0,25,1020,60,5,0,2
145,14,0,2,3,1.4968948754564657,0,25,1020,60,5,0,2
145,14,0,3,1,0.9999988677958491,0,25,1020,60,5,0,2
145,14,0,4,2,1.195553955477617,0,25,1020,60,5,0,2
145,15,0,1,3,0.9999966666777778,0,25,1019,56,7,0,2
145,15,0,2,3,1.535452074999799,0,25,1019,56,7,0,2
145,15,0,3,1,0.9999988591859414,0,25,1019,56,7,0,2
145,15,0,4,2,0.9999986666684443,0,25,1019,56,7,0,2
145,16,0,1,3,0.9999966666777778,0,25,1019,56,7,0,2
145,16,0,2,3,1.3681978490430513,0,25,1019,56,7,0,2
145,16,0,3,1,1.119848929008694,0,25,1019,56,7,0,2
145,16,0,4,2,0.9999986546564645,0,25,1019,56,7,0,2
145,17,0,1,3,0.9999966666777778,0,25,1019,64,8,0,2
145,17,0,2,3,1.7313426375587175,0,25,1019,64,8,0,2
145,17,0,3,1,0.9999988591859414,0,25,1019,64,8,0,2
145,17,0,4,2,0.9999986606624544,0,25,1019,64,8,0,2
145,18,0,1,3,0.9999966666777778,0,23,1019,68,6,0,2
145,18,0,2,3,1.284776403925141,0,23,1019,68,6,0,2
145,18,0,3,1,0.9999988505760338,0,23,1019,68,6,0,2
145,18,0,4,2,0.9999986666684443,0,23,1019,68,6,0,2
145,19,0,1,3,0.9999966666777778,0,20,1019,72,6,0,1
145,19,0,2,3,1.1194221451720654,0,20,1019,72,6,0,1
145,19,0,3,1,0.9999988505760338,0,20,1019,72,6,0,1
145,19,0,4,2,1.090088629009344,0,20,1019,72,6,0,1
145,20,0,1,3,0.9999966666777778,0,18,1020,82,4,0,0
145,20,0,2,3,1.543237937913252,0,18,1020,82,4,0,0
145,20,0,3,1,1.149423966179349,0,18,1020,82,4,0,0
145,20,0,4,2,0.9999986486504746,0,18,1020,82,4,0,0
145,21,0,1,3,0.9999966666777778,0,19,1020,82,5,0,0
145,21,0,2,3,1.8353501071616236,0,19,1020,82,5,0,0
145,21,0,3,1,1.084289941429186,0,19,1020,82,5,0,0
145,21,0,4,2,0.9999986486504746,0,19,1020,82,5,0,0
145,22,0,1,3,0.9999966666777778,0,18,1020,82,4,0,0
145,22,0,2,3,1.825529374592049,0,18,1020,82,4,0,0
145,22,0,3,1,1.1647496190617406,0,18,1020,82,4,0,0
145,22,0,4,2,0.9999986486504746,0,18,1020,82,4,0,0
145,23,0,1,3,0.9999966666777778,0,18,1020,72,3,0,0
145,23,0,2,3,1.1548551883772225,0,18,1020,72,3,0,0
145,23,0,3,1,0.9999988505760338,0,18,1020,72,3,0,0
145,23,0,4,2,0.9999986546564645,0,18,1020,72,3,0,0
146,0,0,1,3,0.9999966666777778,0,18,1020,77,3,0,0
146,0,0,2,3,0.9999996062993675,0,18,1020,77,3,0,0
146,0,0,3,1,0.9999988505760338,0,18,1020,77,3,0,0
146,0,0,4,2,0.9999986486504746,0,18,1020,77,3,0,0
146,1,0,1,3,0.9999966666777778,0,17,1020,82,2,0,0
146,1,0,2,3,0.9999996200103298,0,17,1020,82,2,0,0
146,1,0,3,1,0.9999988505760338,0,17,1020,82,2,0,0
146,1,0,4,2,0.9999986486504746,0,17,1020,82,2,0,0
146,2,0,1,3,0.9999966666777778,0,16,1020,72,4,0,0
146,2,0,2,3,0.9999996062993675,0,16,1020,72,4,0,0
146,2,0,3,1,0.9999988505760338,0,16,1020,72,4,0,0
146,2,0,4,2,0.9999986486504746,0,16,1020,72,4,0,0
146,3,0,1,3,0.9999966666777778,0,16,1020,72,2,0,0
146,3,0,2,3,0.9999996062993675,0,16,1020,72,2,0,0
146,3,0,3,1,0.9999988505760338,0,16,1020,72,2,0,0
146,3,0,4,2,0.9999986486504746,0,16,1020,72,2,0,0
146,4,0,1,3,0.9999966666777778,0,14,1020,82,1,0,0
146,4,0,2,3,0.9999996062993675,0,14,1020,82,1,0,0
146,4,0,3,1,0.9999988505760338,0,14,1020,82,1,0,0
146,4,0,4,2,0.9999986486504746,0,14,1020,82,1,0,0
146,5,0,1,3,0.9999966666777778,0,14,1020,87,0,0,2
146,5,0,2,3,0.9999996062993675,0,14,1020,87,0,0,2
146,5,0,3,1,1.1685810408922461,0,14,1020,87,0,0,2
146,5,0,4,2,0.9999986486504746,0,14,1020,87,0,0,2
146,6,0,1,3,0.9999966666777778,0,15,1021,87,2,0,2
146,6,0,2,3,0.9999996062993675,0,15,1021,87,2,0,2
146,6,0,3,1,0.9999988764057568,0,15,1021,87,2,0,2
146,6,0,4,2,0.9999986486504746,0,15,1021,87,2,0,2
146,7,0,1,3,0.9999966666777778,0,18,1021,63,1,0,2
146,7,0,2,3,0.9999996062993675,0,18,1021,63,1,0,2
146,7,0,3,1,1.4615334810361338,0,18,1021,63,1,0,2
146,7,0,4,2,0.9999986486504746,0,18,1021,63,1,0,2
146,8,0,1,3,0.9999966666777778,0,21,1021,64,2,0,2
146,8,0,2,3,0.9999996062993675,0,21,1021,64,2,0,2
146,8,0,3,1,0.9999988764057568,0,21,1021,64,2,0,2
146,8,0,4,2,0.9999986486504746,0,21,1021,64,2,0,2
146,9,0,1,3,0.9999966666777778,0,21,1021,60,2,0,2
146,9,0,2,3,0.9999996062993675,0,21,1021,60,2,0,2
146,9,0,3,1,0.9999988764057568,0,21,1021,60,2,0,2
146,9,0,4,2,0.9999986486504746,0,21,1021,60,2,0,2
146,10,0,1,3,0.9999966666777778,0,24,1021,56,3,0,2
146,10,0,2,3,0.9999996062993675,0,24,1021,56,3,0,2
146,10,0,3,1,1.084289941429186,0,24,1021,56,3,0,2
146,10,0,4,2,0.9999986606624544,0,24,1021,56,3,0,2
146,11,0,1,3,0.9999966666777778,0,25,1020,60,3,0,2
146,11,0,2,3,1.089238430021297,0,25,1020,60,3,0,2
146,11,0,3,1,0.9999988505760338,0,25,1020,60,3,0,2
146,11,0,4,2,1.1244429391811943,0,25,1020,60,3,0,2
146,12,0,1,3,0.9999966666777778,0,25,1020,60,4,0,2
146,12,0,2,3,0.9999996268658109,0,25,1020,60,4,0,2
146,12,0,3,1,0.9999988505760338,0,25,1020,60,4,0,2
146,12,0,4,2,1.2117100742656652,0,25,1020,60,4,0,2
146,13,0,1,3,0.9999966666777778,0,27,1019,39,3,0,2
146,13,0,2,3,1.1293528124305428,0,27,1019,39,3,0,2
146,13,0,3,1,0.9999988505760338,0,27,1019,39,3,0,2
146,13,0,4,2,0.9999986486504746,0,27,1019,39,3,0,2
146,14,0,1,3,0.9999966666777778,0,28,1019,35,3,0,2
146,14,0,2,3,0.9999996062993675,0,28,1019,35,3,0,2
146,14,0,3,1,0.9999988505760338,0,28,1019,35,3,0,2
146,14,0,4,2,0.9999986486504746,0,28,1019,35,3,0,2
146,15,0,1,3,0.9999966666777778,0,28,1018,36,4,0,2
146,15,0,2,3,1.7151734893631259,0,28,1018,36,4,0,2
146,15,0,3,1,0.9999988505760338,0,28,1018,36,4,0,2
146,15,0,4,2,0.9999986486504746,0,28,1018,36,4,0,2
146,16,0,1,3,0.9999966666777778,0,27,1018,68,6,0,2
146,16,0,2,3,1.4776211624186235,0,27,1018,68,6,0,2
146,16,0,3,1,0.9999988591859414,0,27,1018,68,6,0,2
146,16,0,4,2,0.9999986546564645,0,27,1018,68,6,0,2
146,17,0,1,3,0.9999966666777778,0,25,1018,72,6,0,2
146,17,0,2,3,1.5472630973995796,0,25,1018,72,6,0,2
146,17,0,3,1,1.5285186488514133,0,25,1018,72,6,0,2
146,17,0,4,2,1.2072055758483209,0,25,1018,72,6,0,2
146,18,0,1,3,0.9999966666777778,0,24,1018,77,8,0,2
146,18,0,2,3,1.2440939983881896,0,24,1018,77,8,0,2
146,18,0,3,1,0.9999988764057568,0,24,1018,77,8,0,2
146,18,0,4,2,0.9999986486504746,0,24,1018,77,8,0,2
146,19,0,1,3,0.9999966666777778,0,24,1018,82,8,0,1
146,19,0,2,3,1.119422131461103,0,24,1018,82,8,0,1
146,19,0,3,1,1.3524888754809419,0,24,1018,82,8,0,1
146,19,0,4,2,0.9999986486504746,0,24,1018,82,8,0,1
146,20,0,1,3,0.9999966666777778,0,19,1019,87,7,0,0
146,20,0,2,3,0.9999996062993675,0,19,1019,87,7,0,0
146,20,0,3,1,0.9999988505760338,0,19,1019,87,7,0,0
146,20,0,4,2,0.9999986486504746,0,19,1019,87,7,0,0
146,21,0,1,3,0.9999966666777778,0,20,1019,66,1,11,0
146,21,0,2,3,1.1293527987195804,0,20,1019,66,1,11,0
146,21,0,3,1,0.9999988505760338,0,20,1019,66,1,11,0
146,21,0,4,2,0.9999986486504746,0,20,1019,66,1,11,0
146,22,0,1,3,0.9999966666777778,0,17,1018,93,2,0,0
146,22,0,2,3,1.089238430021297,0,17,1018,93,2,0,0
146,22,0,3,1,0.9999988505760338,0,17,1018,93,2,0,0
146,22,0,4,2,0.9999986486504746,0,17,1018,93,2,0,0
146,23,0,1,3,0.9999966666777778,0,16,1018,93,1,0,0
146,23,0,2,3,1.2388446566228386,0,16,1018,93,1,0,0
146,23,0,3,1,1.2605349495766862,0,16,1018,93,1,0,0
146,23,0,4,2,0.9999986486504746,0,16,1018,93,1,0,0
147,0,1,1,3,0.9999966666777778,0,16,1018,93,2,0,0
147,0,1,2,3,0.9999996062993675,0,16,1018,93,2,0,0
147,0,1,3,1,0.9999988505760338,0,16,1018,93,2,0,0
147,0,1,4,2,0.9999986486504746,0,16,1018,93,2,0,0
147,1,1,1,3,0.9999966666777778,0,15,1017,93,1,0,0
147,1,1,2,3,0.9999996062993675,0,15,1017,93,1,0,0
147,1,1,3,1,1.3333318265977678,0,15,1017,93,1,0,0
147,1,1,4,2,0.9999986486504746,0,15,1017,93,1,0,0
147,2,1,1,3,0.9999966666777778,0,14,1017,93,1,0,0
147,2,1,2,3,0.9999996062993675,0,14,1017,93,1,0,0
147,2,1,3,1,0.9999988764057568,0,14,1017,93,1,0,0
147,2,1,4,2,0.9999986486504746,0,14,1017,93,1,0,0
147,3,1,1,3,0.9999966666777778,0,14,1017,100,2,0,0
147,3,1,2,3,0.9999996062993675,0,14,1017,100,2,0,0
147,3,1,3,1,0.9999988764057568,0,14,1017,100,2,0,0
147,3,1,4,2,0.9999986486504746,0,14,1017,100,2,0,0
147,4,1,1,3,0.9999966666777778,0,14,1017,93,3,0,0
147,4,1,2,3,0.9999996062993675,0,14,1017,93,3,0,0
147,4,1,3,1,0.9999988764057568,0,14,1017,93,3,0,0
147,4,1,4,2,0.9999986486504746,0,14,1017,93,3,0,0
147,5,1,1,3,0.9999966666777778,0,14,1017,93,5,0,2
147,5,1,2,3,0.9999996062993675,0,14,1017,93,5,0,2
147,5,1,3,1,0.9999988764057568,0,14,1017,93,5,0,2
147,5,1,4,2,0.9999986486504746,0,14,1017,93,5,0,2
147,6,1,1,3,0.9999966666777778,0,15,1018,87,3,0,2
147,6,1,2,3,1.4353228406608693,0,15,1018,87,3,0,2
147,6,1,3,1,1.5677798795116158,0,15,1018,87,3,0,2
147,6,1,4,2,0.9999986486504746,0,15,1018,87,3,0,2
147,7,1,1,3,0.9999966666777778,0,18,1018,77,4,0,2
147,7,1,2,3,1.7952063426501004,0,18,1018,77,4,0,2
147,7,1,3,1,3.7469294801022235,0,18,1018,77,4,0,2
147,7,1,4,2,1.5056436214825795,0,18,1018,77,4,0,2
147,8,1,1,3,1.1555517037165433,0,21,1018,68,5,0,2
147,8,1,2,3,1.4850740658780737,0,21,1018,68,5,0,2
147,8,1,3,1,4.245514178426742,0,21,1018,68,5,0,2
147,8,1,4,2,1.724862552467997,0,21,1018,68,5,0,2
147,9,1,1,3,1.11493868411948,0,19,1018,72,5,0,2
147,9,1,2,3,1.3594522290601136,0,19,1018,72,5,0,2
147,9,1,3,1,1.5725922674866721,0,19,1018,72,5,0,2
147,9,1,4,2,1.355553742144568,0,19,1018,72,5,0,2
147,10,1,1,3,1.0777741851971603,0,21,1017,68,4,0,2
147,10,1,2,3,1.3109643622583027,0,21,1017,68,4,0,2
147,10,1,3,1,1.149423966179349,0,21,1017,68,4,0,2
147,10,1,4,2,1.3528510406917653,0,21,1017,68,4,0,2
147,11,1,1,3,0.9999966666777778,0,23,1017,72,6,20,2
147,11,1,2,3,1.439299016265772,0,23,1017,72,6,20,2
147,11,1,3,1,1.099615602921485,0,23,1017,72,6,20,2
147,11,1,4,2,1.7932708733176073,0,23,1017,72,6,20,2
147,12,1,1,3,0.9999966666777778,0,23,1017,68,6,20,2
147,12,1,2,3,1.2220193561314106,0,23,1017,68,6,20,2
147,12,1,3,1,1.189503142373688,0,23,1017,68,6,20,2
147,12,1,4,2,1.49789588252307,0,23,1017,68,6,20,2
147,13,1,1,3,0.9999965517360284,0,24,1016,68,6,20,2
147,13,1,2,3,1.2873325234246495,0,24,1016,68,6,20,2
147,13,1,3,1,1.326745234311069,0,24,1016,68,6,20,2
147,13,1,4,2,1.897775247410781,0,24,1016,68,6,20,2
147,14,1,1,3,0.9999966283638613,0,24,1016,68,6,20,2
147,14,1,2,3,1.406755048586385,0,24,1016,68,6,20,2
147,14,1,3,1,1.3180061564955614,0,24,1016,68,6,20,2
147,14,1,4,2,1.497235223636071,0,24,1016,68,6,20,2
147,15,1,1,3,1.327964863977804,0,24,1015,68,5,0,2
147,15,1,2,3,1.6982502142533664,0,24,1015,68,5,0,2
147,15,1,3,1,1.1302669000763599,0,24,1015,68,5,0,2
147,15,1,4,2,1.9383757690417398,0,24,1015,68,5,0,2
147,16,1,1,3,1.1697278527900052,0,25,1015,64,5,0,2
147,16,1,2,3,1.984182642774996,0,25,1015,64,5,0,2
147,16,1,3,1,1.2531734828189982,0,25,1015,64,5,0,2
147,16,1,4,2,2.513144751249449,0,25,1015,64,5,0,2
147,17,1,1,3,1.3563171621247283,0,24,1015,64,7,0,2
147,17,1,2,3,2.481557778469745,0,24,1015,64,7,0,2
147,17,1,3,1,1.697014731480962,0,24,1015,64,7,0,2
147,17,1,4,2,2.981857874526339,0,24,1015,64,7,0,2
147,18,1,1,3,2.321831074145721,0,22,1015,72,7,0,2
147,18,1,2,3,1.6844413185863938,0,22,1015,72,7,0,2
147,18,1,3,1,1.237847829936607,0,22,1015,72,7,0,2
147,18,1,4,2,1.5422201659286676,0,22,1015,72,7,0,2
147,19,1,1,3,0.9999965517360284,0,19,1015,82,6,0,1
147,19,1,2,3,0.9999996062993675,0,19,1015,82,6,0,1
147,19,1,3,1,0.9999988505760338,0,19,1015,82,6,0,1
147,19,1,4,2,0.9999986486504746,0,19,1015,82,6,0,1
147,20,1,1,3,0.9999965517360284,0,18,1015,82,5,0,0
147,20,1,2,3,1.3019249178248464,0,18,1015,82,5,0,0
147,20,1,3,1,0.9999988764057568,0,18,1015,82,5,0,0
147,20,1,4,2,0.9999986486504746,0,18,1015,82,5,0,0
147,21,1,1,3,0.9999965517360284,0,17,1016,87,5,0,0
