"Day of year","Hour","length_in_meters","AvenidaCentral","AvenidaLiberdade","RuaDeCaires","Bosch","week_or_not"
315,23,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,0,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,1,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,2,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,3,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,4,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,5,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,6,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,7,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,8,522.6666666666666,5429.401511211936,5068.961761272429,5050.552441432319,4478.616387210615,1
316,9,522.6666666666666,5429.401511211936,5068.961761272429,5050.552441432319,4478.616387210615,1
316,10,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,11,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,12,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,13,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,14,522.6666666666666,5429.401511211936,5068.961761272429,5050.552441432319,4478.616387210615,1
316,15,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,16,522.6666666666666,5429.401511211936,5068.961761272429,5050.552441432319,4478.616387210615,1
316,17,522.6666666666666,5429.401511211936,5068.961761272429,5050.552441432319,4478.616387210615,1
316,18,483.20000000000005,5023.710703583535,4806.179969063745,4357.017883083956,3746.2120551456283,1
316,19,483.20000000000005,5023.710703583535,4806.179969063745,4357.017883083956,3746.2120551456283,1
316,20,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,21,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,22,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
316,23,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,0,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,1,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,2,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,3,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,4,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,5,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,6,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,7,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,8,530.8000000000001,4986.852020912605,4765.316244901716,4321.315763493754,3708.5207465165595,1
317,9,602,5367.970373427053,5000.855554335712,4991.048908781982,4415.7975394955,1
317,10,602,5367.970373427053,5000.855554335712,4991.048908781982,4415.7975394955,1
317,11,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,12,602,5367.970373427053,5000.855554335712,4991.048908781982,4415.7975394955,1
317,13,450,2868.7097958557047,2991.064299391966,4066.2157879958104,4790.908867354888,1
317,14,450,2868.7097958557047,2991.064299391966,4066.2157879958104,4790.908867354888,1
317,15,653.5,4908.180263190131,4588.800615182684,4903.538103866668,4574.34223932247,1
317,16,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,17,488.5,4707.750731004195,4551.483603169238,4154.754724201793,3658.0880339716455,1
317,18,495.00000000000006,4945.612700238172,4722.657744921822,4280.582018875401,3666.9093173114534,1
317,19,554.25,4658.110639959351,4496.036441191478,4106.792308255252,3607.2837690955553,1
317,20,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,21,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,22,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
317,23,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,0,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,1,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,2,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,3,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,4,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,5,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,6,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,7,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,8,535.8000000000001,4983.998630747661,4761.822239481537,4318.647950326724,3705.5686432447565,1
318,9,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,10,610.3333333333333,5363.214723152144,4995.032211968747,4986.602553503598,4410.877367375829,1
318,11,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,12,565.3333333333333,4245.127327554443,4192.263817611254,3881.0926784837234,3575.6468752371793,1
318,13,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,14,535.8000000000001,4983.998630747661,4761.822239481537,4318.647950326724,3705.5686432447565,1
318,15,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,16,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,17,610.3333333333333,5363.214723152144,4995.032211968747,4986.602553503598,4410.877367375829,1
318,18,535.8000000000001,4983.998630747661,4761.822239481537,4318.647950326724,3705.5686432447565,1
318,19,535.8000000000001,4983.998630747661,4761.822239481537,4318.647950326724,3705.5686432447565,1
318,20,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,21,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,22,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
318,23,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,0,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,1,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,2,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,3,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,4,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,5,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,6,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,7,848,3905.0329983814568,3752.776891332321,5009.845944328347,5431.729511615244,1
319,8,610.3333333333333,5363.214723152144,4995.032211968747,4986.602553503598,4410.877367375829,1
319,9,610.3333333333333,5363.214723152144,4995.032211968747,4986.602553503598,4410.877367375829,1
